Topic,Count,Name,Representation,Representative_Docs,label_manual
82,39,82_okelah_lah_oklah_oke,"['okelah', 'lah', 'oklah', 'oke', 'fix', 'bnt', 'okh', 'oklahh', 'pembaca', 'dipilih']","['okelah', 'okelah', 'okelah']",Okelah Lah Oklah
83,39,83_ini_aplikasi_sekali_jozzzzz,"['ini', 'aplikasi', 'sekali', 'jozzzzz', 'woy', 'sangaf', 'memelihara', 'berkata', 'hhhhhhhh', 'gaes']","['asik banget download ini seru banget aplikasi ini', 'pokoknya aplikasi ini mantap banget jozzzzz', 'mantap kawan tidak akan rugi memelihara aplikasi ini']",Ini Aplikasi Sekali
84,111,84_pulsa_beli_pakai_paket,"['pulsa', 'beli', 'pakai', 'paket', 'voucher', 'telkomsel', 'pembayaran', 'kenapa', 'gagal', 'kode']","['mantap tapi tidak bisa bayar pakai pulsa', 'kenapa enggak bisa pembayaran pakai pulsa ya', 'mengapa beli paket menonton tidak bisa pakai pulsa']",Pulsa Beli Pakai
85,106,85_terima_kasih_terlebih_subtitlenya,"['terima', 'kasih', 'terlebih', 'subtitlenya', 'mata', 'vidio', 'dahulu', 'kejelasan', 'plihan', 'dolby']","['terima kasih', 'terima kasih', 'terima kasih']",Terima Kasih Terlebih
86,59,86_acaranya_teruskan_pol_geratis,"['acaranya', 'teruskan', 'pol', 'geratis', 'luv', 'lancar', 'recommended', 'dd', 'cobalagi', 'coneksinya']","['bagus acaranya', 'bagus acaranya', 'puas bagus']",Acaranya Teruskan Pol
87,47,87_terima_kasih_kemudahan_terimakasih,"['terima', 'kasih', 'kemudahan', 'terimakasih', 'tanks', 'infonya', 'memberikan', 'telah', 'atas', 'salahnya']","['sangat baik terima kasih vidio', 'terima kasih banyak', 'terima kasih banyak']",Terima Kasih Kemudahan
88,47,88_top_up_fm_gopai,"['top', 'up', 'fm', 'gopai', 'kurg', 'langgan', 'tip', 'quris', 'rama', 'tops']","['top', 'top', 'top']",Top Up Fm
89,48,89_lumayan_memuaskan_rekam_disebelah,"['lumayan', 'memuaskan', 'rekam', 'disebelah', 'filem2', 'lihattv', 'metedo', 'terfaforit', 'sepulang', 'memakainya']","['lumayan bagus', 'lumayan bagus', 'ini bagus lumayan']",Lumayan Memuaskan Rekam
90,43,90_gratis_buatnya_terhingga_satunya,"['gratis', 'buatnya', 'terhingga', 'satunya', 'papa', 'pelajar', 'bagus', 'kayak', 'unduh', 'tulisan']","['bagus', 'bagus', 'bagus gratis']",Gratis Buatnya Terhingga
91,45,91_tau_diaspora_sih_prioritasin,"['tau', 'diaspora', 'sih', 'prioritasin', 'mengapai', 'klub', 'saja', 'timnas', 'menurut', 'ayodonggg']","['enggak tau bagus pokoknya', 'bagus mengapai dibuka kan sudah kubilang bagus btw aku cewek', 'enggak tau bagus saja']",Tau Diaspora Sih
92,37,92_ok___,"['ok', '', '', '', '', '', '', '', '', '']","['ok', 'ok', 'ok']",Ok  
93,41,93_memang_ubur_kesukaanku_video,"['memang', 'ubur', 'kesukaanku', 'video', 'joss', '5jossss', 'menengok', 'lele', 'gaberguna', 'leeeeee']","['video mantap', 'video mantap', 'video mantap']",Memang Ubur Kesukaanku
94,36,94_good___,"['good', '', '', '', '', '', '', '', '', '']","['good', 'good', 'good']",Good  
95,36,95_bagus___,"['bagus', '', '', '', '', '', '', '', '', '']","['bagus', 'bagus', 'bagus']",Bagus  
96,36,96_bagus___,"['bagus', '', '', '', '', '', '', '', '', '']","['bagus', 'bagus', 'bagus']",Bagus  
97,38,97_sagat_sangatlah_sngat_at,"['sagat', 'sangatlah', 'sngat', 'at', 'apkny', 'sangatt', 'aptudet', 'aangatt', 'mandalorian', 'olaragah']","['sagat bagus', 'sagat bagus', 'sagat bagus']",Sagat Sangatlah Sngat
98,36,98_aplikasinya_bangeddd_bagussi_yahhhhh,"['aplikasinya', 'bangeddd', 'bagussi', 'yahhhhh', 'banget', 'bagus', 'wow', 'sekali', 'kok', 'sih']","['aplikasi bagus banget', 'bagus banget aplikasi', 'aplikasinya bagus banget']",Aplikasinya Bangeddd Bagussi
99,46,99_aing_buagus_calon_hade,"['aing', 'buagus', 'calon', 'hade', 'macet2', 'te', 'oi', 'main', 'ff', 'ngapa']","['te sabar aing mah hayang menonton king persib ey', 'cewek itu ramah iya nih mas nya di dilapung2 dan kalau adatrumaapakeinginm dan udahan semarang ya janji dan', 'tidak ngebugg atau lain2 enakk banyak kartunn dan drama drama begitu cocok iki gawee akuww sengg senang kartonn']",Aing Buagus Calon
100,65,100_menghibur_sangat_setengah_cukup,"['menghibur', 'sangat', 'setengah', 'cukup', 'bahkan', 'menyenangkan', 'acaranyah', 'terif', 'sembuh', 'berbiay']","['cukup menghibur', 'sangat menghibur', 'sangat menghibur']",Menghibur Sangat Setengah
101,35,101_ok___,"['ok', '', '', '', '', '', '', '', '', '']","['ok', 'ok', 'ok ok']",Ok  
102,86,102_kadang_ngeleg_lambat_terkadang,"['kadang', 'ngeleg', 'lambat', 'terkadang', 'ngelek', 'nge', 'agak', 'macet', 'tapi', 'lag']","['bagus banget tapi kadang suka ngeleg', 'aplikasi ya bagus cuman kadang kadang suka gelag begitu', 'bagus sih tapi kadang kadang ngelag']",Kadang Ngeleg Lambat
